extension,size_kb,has_password,has_bank,has_email,has_phone,has_nic,has_card,has_secret,has_confidential,has_api_key,has_token,has_passport,has_internal,has_project,has_student,has_report,has_invoice,has_salary,has_medical,risk
docx,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,3335,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
log,4045,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,High
log,4726,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,High
jpg,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
csv,6891,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High
csv,11420,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,High
csv,882,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Medium
txt,2963,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Medium
png,803,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,High
docx,5546,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
xlsx,861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
docx,11458,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,High
txt,4247,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
png,844,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
jpg,794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
log,4420,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,High
json,7732,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,High
other,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
xlsx,3066,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,High
png,7396,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,High
png,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,6301,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
txt,6726,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Medium
log,5584,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,High
other,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,8384,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,High
txt,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
txt,1015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
docx,1302,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
txt,2857,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
xlsx,683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,5859,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Medium
jpg,4085,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
pdf,657,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
docx,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,4199,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
png,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1832,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High
log,4416,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,High
jpg,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
docx,9600,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,High
xlsx,3762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
png,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,8043,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
jpg,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,5958,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,Medium
png,4006,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
png,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,9356,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High
png,5573,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Medium
docx,10760,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High
xlsx,855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
other,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,5974,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,High
png,5690,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,High
docx,4851,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
csv,1778,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,High
pdf,11367,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,High
jpg,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,150,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Medium
jpg,2983,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
json,10825,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,High
docx,5527,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
png,11956,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,High
other,3252,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Medium
pdf,8933,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,High
txt,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,5251,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Medium
pdf,1220,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
csv,6486,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,High
docx,8810,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,High
jpg,3448,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,High
jpg,3135,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,High
docx,3545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Medium
docx,1547,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,Medium
png,6812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
other,6417,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,High
jpg,1056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
txt,1703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
docx,1117,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Medium
xlsx,3865,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
pdf,7467,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,High
xlsx,5286,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,Medium
log,2888,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High
other,5578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
pdf,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
txt,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,4794,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,High
png,536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,10377,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High
jpg,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
txt,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
log,10927,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,High
pdf,6625,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
xlsx,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,835,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Medium
csv,6537,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,High
other,2050,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,High
png,794,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Medium
jpg,106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
pdf,304,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Medium
docx,4710,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Medium
json,6944,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High
xlsx,5311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
png,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,2396,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Medium
txt,8211,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,High
json,2859,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,High
pdf,559,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,High
xlsx,1465,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,High
csv,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
docx,955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
png,1468,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
csv,6206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
xlsx,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
xlsx,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,5521,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,High
txt,3267,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
pdf,3343,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,High
pdf,3786,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High
other,5939,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,High
jpg,1724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
pdf,1367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,7860,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,High
pdf,1955,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,Medium
other,743,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low
jpg,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
other,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,1639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
other,2326,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High
other,1150,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,High
txt,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,9762,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,High
csv,1303,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Medium
png,2234,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
pdf,7682,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,High
other,2582,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
pdf,4880,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High
png,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
pdf,6679,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,High
png,1772,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,High
csv,1040,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
png,1266,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
other,6042,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
json,5361,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,High
csv,690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
txt,10414,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,High
docx,3193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High
txt,3763,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Medium
xlsx,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,2069,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Medium
xlsx,434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium
jpg,499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,2676,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
txt,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1274,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Medium
txt,2481,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Medium
docx,7815,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,High
jpg,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
docx,2187,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
json,6241,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,High
xlsx,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,5157,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,High
jpg,4864,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
pdf,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
jpg,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,2982,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,High
csv,1739,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
docx,1701,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,High
log,5422,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,High
csv,782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
other,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,4104,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,High
other,6610,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
png,7117,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High
jpg,703,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,Medium
txt,4807,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
other,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,9470,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,High
pdf,4270,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Medium
docx,141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
jpg,2052,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
jpg,3298,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,High
jpg,1122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
xlsx,4923,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High
pdf,4727,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,High
docx,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,3216,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,High
docx,2968,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
other,5539,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Medium
jpg,545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
pdf,3382,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1426,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,Medium
jpg,4700,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,High
xlsx,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,4230,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,High
docx,781,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
jpg,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1960,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,Medium
other,10127,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,High
json,1254,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,High
txt,6524,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,High
pdf,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
png,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
txt,1041,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,4529,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,High
pdf,9055,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,High
txt,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
pdf,5148,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,High
png,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
txt,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
json,2590,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,High
jpg,1791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,386,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Low
pdf,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,4552,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,High
xlsx,3763,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Medium
jpg,4166,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,Medium
txt,7195,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,High
docx,11222,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,High
other,6493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
xlsx,502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,619,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Medium
other,1206,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
jpg,2187,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,Medium
xlsx,3433,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,High
png,761,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,5501,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
csv,1019,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
other,4872,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
jpg,1602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Medium
docx,4918,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
jpg,2525,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,High
png,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,251,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Medium
jpg,6250,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,High
png,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,8787,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,High
xlsx,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
txt,5374,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
pdf,1237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
other,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,3151,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,4749,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1813,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Medium
other,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
txt,5635,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Medium
png,2474,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,High
jpg,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
txt,303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
json,7391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High
pdf,9847,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,High
docx,467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
jpg,485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1537,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
xlsx,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,6755,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Medium
xlsx,1140,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,Medium
pdf,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,6698,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,High
pdf,2345,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
txt,4212,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,Medium
json,8075,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,High
txt,3798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
log,6753,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,High
jpg,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
png,752,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
txt,6639,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,High
other,2779,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,High
